Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Killdeer,Charadrius vociferus,176520.0,77646,KILL,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 1,NACE-0491,Forest,2018,2018-05-11,06:18:00,06:28:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,20,61.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,89977,GRCA,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Male,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
NACE,NACE 2,NACE-0453,Forest,2018,2018-05-11,09:35:00,09:45:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,93655,BAOR,False,False,29,55.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,True
NACE,NACE 1,NACE-0487,Forest,2018,2018-05-11,07:21:00,07:31:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,19,76.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Male,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,True,Undetermined,Red-shouldered Hawk,Buteo lineatus,175359.0,79572,RSHA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Unidentified Flycatcher,Tyrannidae,178277.0,85755,UNFL,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184,EABL,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Common Yellowthroat,Geothlypis trichas,178944.0,92708,COYE,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206,COGR,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Cape May Warbler,Setophaga tigrina,950031.0,773818,CMWA,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 2,NACE-0477,Forest,2018,2018-05-11,08:57:00,09:07:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,White-eyed Vireo,Vireo griseus,178991.0,93552,WEVI,False,False,24,77.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296,CEDW,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Nashville Warbler,Oreothlypis ruficapilla,950106.0,773768,NAWA,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306,HOWR,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,True,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296,CEDW,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Cape May Warbler,Setophaga tigrina,950031.0,773818,CMWA,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
NACE,NACE 3,NACE-0296,Forest,2018,2018-05-12,09:09:00,09:19:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206,COGR,False,False,23,66.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
NACE,NACE 3,NACE-0282,Forest,2018,2018-05-12,08:41:00,08:51:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,23,67.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 3,NACE-0282,Forest,2018,2018-05-12,08:41:00,08:51:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,23,67.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 3,NACE-0282,Forest,2018,2018-05-12,08:41:00,08:51:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23,67.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
NACE,NACE 3,NACE-0282,Forest,2018,2018-05-12,08:41:00,08:51:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23,67.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
NACE,NACE 3,NACE-0282,Forest,2018,2018-05-12,08:41:00,08:51:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,23,67.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
